FID,SHAPE,BEZNR,ZBEZNR,ZGEBNR,BEZ,ZBEZ,ZGEB,FLAECHE,UMFANG,AKT_TIMESTAMP,SE_SDO_ROWID,SE_ANNO_CAD_DATA
ZAEHLGEBIETOGD.1140210,"POLYGON ((16.410379630740128 48.217714570882464, 16.411632624933116 48.21773192019983, 16.412014118418636 48.21772600308651, 16.412299525479213 48.21771718072685, 16.411811693125646 48.21806778689263, 16.411107410100744 48.218565121004744, 16.410931436796957 48.218688531989166, 16.407732640110744 48.220973844037196, 16.407553827822316 48.22109976965239, 16.407092020207987 48.221436669792546, 16.40613374737395 48.220889035036706, 16.40659970943144 48.22053846656391, 16.406766270154975 48.220408503035024, 16.408306975454582 48.21922404532405, 16.409273219024612 48.21847772112058, 16.409783763094346 48.218091048610226, 16.409832704398315 48.21806178943669, 16.410379630740128 48.217714570882464))",2,9,3,2,209,2093,52604.9337,1276.5,2018-03-16,1140210,
ZAEHLGEBIETOGD.1140291,"POLYGON ((16.47454798988961 48.16234695056356, 16.474195470962297 48.16262508635445, 16.474013276305502 48.16265678154704, 16.472879357856403 48.1630434976703, 16.47194730372952 48.16209662475377, 16.471914527147128 48.16210520708765, 16.471752834821118 48.16190844586807, 16.471279347695 48.16117317593193, 16.471193938879754 48.16099997638509, 16.47116666410247 48.16079999848756, 16.47112158310393 48.16078080590567, 16.471083216908813 48.160400706130275, 16.47093910451539 48.15998457756987, 16.47100468545764 48.15992766322194, 16.470974395874197 48.15975646719848, 16.470882124574352 48.15973310307037, 16.47037737268174 48.15864559994368, 16.470147089590323 48.15827237883746, 16.46990466399279 48.15793208671183, 16.46940866931903 48.157356375199186, 16.469397452203506 48.15733282587333, 16.470340190444887 48.15696525304594, 16.470732378505875 48.156855076425686, 16.470970187231995 48.15681846477347, 16.47118775561919 48.15680310051993, 16.471392454103807 48.156698268069924, 16.472009426640188 48.15666066760893, 16.472039580489998 48.15667816879685, 16.473566771244815 48.15659100586166, 16.473868212329627 48.1571791637767, 16.473905067876714 48.15723946435387, 16.473923626420866 48.15764449848796, 16.474277144212696 48.15765027926949, 16.47434978136125 48.157570691490456, 16.474419911637312 48.15750864353728, 16.4744578729506 48.157479999270834, 16.474498533079053 48.15745530877519, 16.474568057779937 48.15741808285518, 16.47464175685264 48.157383729702914, 16.47470982755703 48.15735567857423, 16.474824375028035 48.157316779392865, 16.476570035019122 48.15675132083999, 16.476838253889127 48.15667958615054, 16.476906219562355 48.15666304521931, 16.476983331616353 48.15664892121449, 16.477130723698618 48.15662904516733, 16.4775905079768 48.15656984387408, 16.477777275005234 48.156547670191365, 16.477429105149074 48.15740956332477, 16.477344789639034 48.157492944577605, 16.477317968382028 48.157564114223206, 16.477295711469058 48.157682223064825, 16.477009770908374 48.15830292903148, 16.476910217569802 48.15841825470207, 16.476712274338002 48.15887832234449, 16.476484357988678 48.15929103176994, 16.476279409613113 48.159748049446385, 16.476369797603 48.15981925566093, 16.476269259281576 48.1599200128736, 16.476297580399372 48.160003615597205, 16.47617575748038 48.160284893318014, 16.47603288249223 48.16063508486207, 16.475905921366614 48.161005221868976, 16.475845051984095 48.16126106403858, 16.47577317549542 48.16132482366052, 16.475697146606187 48.161691211237844, 16.475711254147686 48.16203536586337, 16.47573455348942 48.162299199561005, 16.475391072093828 48.162635964037044, 16.4752270908759 48.16259245549531, 16.47529505503923 48.16247294281085, 16.475263218244848 48.162381609937896, 16.474779662121126 48.16226950910117, 16.47454798988961 48.16234695056356))",11,11,2,11,1111,11112,266899.0818,2433.22,2023-10-06,1140291,
ZAEHLGEBIETOGD.1140292,"POLYGON ((16.286547190689024 48.15678248100679, 16.28664202661465 48.15670185228514, 16.286688569902584 48.15666248181105, 16.28674910317619 48.15661106635304, 16.286832479251753 48.156566495523215, 16.28669721489636 48.15633755908297, 16.28670245741251 48.156336931805804, 16.286705952451936 48.15633648364337, 16.286707565520512 48.15633630447073, 16.286712808036395 48.156335677193084, 16.286718050379715 48.15633522978032, 16.286723158401152 48.15633469237709, 16.286728400744273 48.156334244963844, 16.28673364308731 48.15633379755037, 16.286736600321895 48.156333529021445, 16.286738885430267 48.15633335013666, 16.286744127686937 48.15633299265526, 16.286749369857393 48.156332725106196, 16.286754612113935 48.15633236762431, 16.286759047750138 48.156332189661455, 16.28675985419811 48.156332190007305, 16.286765230776396 48.15633192251513, 16.286770472860493 48.156331744897635, 16.286775714858443 48.15633165721246, 16.286779747184408 48.15633156900849, 16.28678095694247 48.15633147959449, 16.28678619885427 48.15633148184138, 16.286791575260153 48.1563313942131, 16.286792919340105 48.15633139478914, 16.286796817171947 48.15633139645952, 16.286802058997672 48.15633148863824, 16.286807300909473 48.156331490884185, 16.286812542649162 48.15633167299498, 16.286817918882946 48.15633176523057, 16.2868231606227 48.156331947340895, 16.286828402276477 48.15633221938353, 16.2868336439303 48.15633249142592, 16.286838885584174 48.15633276346808, 16.286839154400184 48.15633276358318, 16.28684412715213 48.15633312544254, 16.28684936872013 48.15633348741679, 16.286854610288216 48.15633384939077, 16.286858239046335 48.15633412074168, 16.286859851770412 48.156334301297086, 16.286865093252697 48.15633475320315, 16.286870334649123 48.156335295041536, 16.286875576045652 48.156335836879684, 16.286880683034287 48.15633637866012, 16.2868859243451 48.1563370104303, 16.28689116565607 48.156337642200285, 16.286892106340304 48.156337822467826, 16.286896272473225 48.15633836384513, 16.28690137929053 48.156339085489726, 16.286902991929022 48.15633935597708, 16.286906620430106 48.156339897124106, 16.286911727247702 48.15634061876825, 16.286916833893716 48.156341520277245, 16.28692194062576 48.1563423318535, 16.286926912864086 48.156343233304625, 16.286927047272115 48.15634323336207, 16.286932153832794 48.15634422480294, 16.286937125985656 48.15634521618616, 16.28694223254673 48.15634620762664, 16.286947339108 48.15634719906683, 16.28695231117562 48.15634828038194, 16.286957283157655 48.15634945162943, 16.286962255225706 48.15635053294411, 16.286967227208184 48.156351704191145, 16.286972199105097 48.156352965370544, 16.286977171002267 48.15635422654966, 16.286982008491627 48.15635548767124, 16.286986980303535 48.156356838782536, 16.28699181770764 48.156358189836226, 16.286996655111988 48.156359540889696, 16.28700149243088 48.15636098187555, 16.287006329750028 48.15636242286119, 16.287011032661383 48.15636386378928, 16.287014257426875 48.15636494435623, 16.287015869895367 48.15636539470708, 16.287020572635882 48.1563670154999, 16.28702527546236 48.15636854635996, 16.28702997820346 48.1563701671524, 16.28703468094484 48.15637178794462, 16.28703924919276 48.15637349861189, 16.287266862858505 48.156451297201926, 16.28737395165586 48.156487945167896, 16.28737126008463 48.15649154133147, 16.287164414701035 48.156764758669176, 16.2889853562753 48.15738974076867, 16.28916178245435 48.157450337498666, 16.289341568428043 48.15751192458085, 16.28944100167332 48.15754613932312, 16.289520145212357 48.157573420959096, 16.290057221762027 48.157758448559036, 16.291072804842592 48.15810293245912, 16.291075089149814 48.15810374274607, 16.29117479406653 48.158137326563114, 16.291186245441676 48.158569636840426, 16.29120926742722 48.15929809947128, 16.291223200278147 48.15965990351628, 16.29126648154753 48.16012424206098, 16.291302063105093 48.16047841021254, 16.291332118356483 48.16100515668284, 16.291352920037124 48.161353113669584, 16.29135291120812 48.16136327603988, 16.291352902300982 48.161373528342644, 16.291352893471974 48.1613836907129, 16.2913530190642 48.161393853135436, 16.291353144578324 48.161404105490405, 16.29135340459191 48.16141426796516, 16.291353400450912 48.161419034386576, 16.29135366460561 48.16142443043988, 16.291353794182765 48.16143000630589, 16.2913539246194 48.161434592914595, 16.29135431897653 48.161444845374064, 16.291354713411945 48.16145500790099, 16.291355107847515 48.16146517042793, 16.291355506111522 48.16147092626339, 16.291355636626545 48.16147542293959, 16.291355902344314 48.16147902034328, 16.29135629990538 48.16148558557103, 16.29135696318448 48.16149574820243, 16.291357626463842 48.161505910833824, 16.291358289743453 48.1615160734652, 16.291359087523034 48.16152614621632, 16.291359087366793 48.16152632608125, 16.291359885068555 48.161536488764874, 16.291360817192263 48.16154665150069, 16.291361749316344 48.161556814236505, 16.291362815862453 48.16156697702454, 16.291363882409 48.161577139812536, 16.29136494895596 48.16158730260053, 16.291366149925103 48.16159746544075, 16.29136735089473 48.161607628280926, 16.291368551864817 48.161617791121074, 16.291369887257208 48.16162795401345, 16.29137122257204 48.161638206838276, 16.29137269238739 48.161648369782824, 16.29137416212522 48.16165862265983, 16.291375766285586 48.16166887558904, 16.291377236102697 48.16167903853349, 16.291378840264304 48.16168929146262, 16.291380578926663 48.161699454511485, 16.291382317511633 48.16170970749277, 16.29138419059744 48.16171987059377, 16.29138592926188 48.16173003364249, 16.29138780227107 48.161740286675865, 16.29138980978124 48.16175044982895, 16.291395699377365 48.161779230518704, 16.291397841390904 48.16178930379133, 16.291399983405302 48.161799377063915, 16.29140225992089 48.16180936045617, 16.291404536359316 48.16181943378084, 16.291406411248442 48.16182752843442, 16.29140681287667 48.16182941717299, 16.291409223739283 48.16183949054973, 16.29141163460281 48.16184956392645, 16.291414179967777 48.16185954742277, 16.291416725333708 48.16186953091905, 16.291418467130395 48.16187609666814, 16.291419270700647 48.16187951441527, 16.29142195041307 48.161889587896056, 16.291424630204542 48.16189957144429, 16.29142744441963 48.16190955504466, 16.291430124213225 48.16191953859272, 16.29143173283863 48.16192466536981, 16.29143307285309 48.16192952224508, 16.291433742782427 48.16193204061519, 16.291436021494118 48.16193950589737, 16.29143897021426 48.16194939961707, 16.291441918857565 48.161959383269156, 16.291445001924743 48.1619693669733, 16.291446878618977 48.16197539317917, 16.291448085071078 48.1619792607449, 16.291448621202758 48.16198105960296, 16.291451302563413 48.16198924450101, 16.29145452013497 48.16199913832455, 16.291457737707752 48.162009032147985, 16.291461089626697 48.16201901595595, 16.29146444162487 48.16202890983129, 16.29146779362433 48.16203880370652, 16.291471280048025 48.16204869763381, 16.291474766473048 48.16205859156095, 16.29147838740033 48.16206839560764, 16.291482008251062 48.16207828958663, 16.291485629181114 48.162088093633066, 16.291489384613485 48.162097807799, 16.291493005546307 48.162107611845144, 16.291496895404617 48.16211732606292, 16.29150065076338 48.1621271301609, 16.291504540624604 48.16213684437838, 16.2915084304873 48.1621465585957, 16.291512454774704 48.162156272864976, 16.29152238185491 48.16217965916071, 16.291527613622385 48.16219207187209, 16.291531906530153 48.16220205604214, 16.29153499344233 48.16220763305258, 16.29143951340136 48.16225310187771, 16.291239708735016 48.16231201987274, 16.291219633299058 48.162365162149186, 16.29109609055084 48.16237347761866, 16.290753768358172 48.162310660273484, 16.290453936451648 48.162234728627155, 16.289672876135175 48.16230123597365, 16.289630663718203 48.162304996098364, 16.288461205478956 48.16242053077133, 16.28601470287831 48.16268317387148, 16.2852490009059 48.16270262314637, 16.284641161736968 48.162673304693065, 16.282522357782625 48.16241791847139, 16.28172029956563 48.16237104705459, 16.28105386472831 48.1623350269129, 16.281020328458016 48.16226989973323, 16.280912858383374 48.162205726358124, 16.279656088876415 48.16310534086475, 16.279380255606945 48.16321977918645, 16.279344082430537 48.16323118277164, 16.27914256198138 48.16300238486475, 16.279099343480294 48.16282087969679, 16.279159583981603 48.16268295308723, 16.27916361980145 48.16268016717744, 16.279232227480303 48.162633885878414, 16.27969996692519 48.162318543013896, 16.279881572641063 48.16219605390725, 16.280060487075136 48.16207536185027, 16.280239266149582 48.161954759379135, 16.2803164810745 48.1619028158586, 16.28036289549477 48.161867135150814, 16.28041952478221 48.16183253855852, 16.280596693468905 48.161707887784296, 16.28086075685401 48.161528149861866, 16.28091456470312 48.16149157315374, 16.2809342046882 48.1614780926965, 16.280972677521692 48.161451670980206, 16.280946899058687 48.161423239951056, 16.28094179702241 48.16141766168925, 16.28057472496997 48.161013418319406, 16.27994129061434 48.160316043856795, 16.279865300943904 48.160232549348805, 16.27932492221735 48.15963872919677, 16.279702739406172 48.15941894003984, 16.2797270829851 48.15940591175256, 16.27974093659382 48.15939791454392, 16.280544314738968 48.15904882743901, 16.28120029579721 48.1587636964328, 16.282130460001056 48.15887619251236, 16.282566849066214 48.158929546539035, 16.28309570492794 48.15899418311544, 16.28401216582585 48.159107916703945, 16.284626907980794 48.159181398475134, 16.284863032954743 48.15922467149636, 16.28499500359013 48.15925036096826, 16.28505897312361 48.1592628000566, 16.28508400766247 48.15922926632082, 16.285126674005046 48.159172088132856, 16.285153727354313 48.159135857299376, 16.28515493869343 48.15913423904992, 16.28536328815428 48.15885563014948, 16.2854588506412 48.15872535998382, 16.285554144434073 48.15859446008986, 16.28557542611872 48.15854932329466, 16.285618797884602 48.15845698159728, 16.285654356787088 48.158381723642854, 16.285683719639703 48.15831968304777, 16.2856955722914 48.15829486685455, 16.28573867260272 48.15820477330298, 16.28574890899458 48.158183283901074, 16.285785132200722 48.15811558052863, 16.285821624575394 48.15804742759882, 16.28582929995534 48.15803322160764, 16.28588895232809 48.157922810466886, 16.28589447321984 48.157912560563666, 16.285907803770446 48.15788819465457, 16.285968800361793 48.15777733439318, 16.286033028947415 48.15765991042621, 16.286043397071946 48.157640939165354, 16.286117991117354 48.15750688213161, 16.28616983431675 48.15740896807004, 16.28619003271323 48.15737102528765, 16.28623716395939 48.15728066348564, 16.28625197644091 48.15725243107543, 16.286260864496352 48.15723489807357, 16.286272580556208 48.15721179047597, 16.286280391401924 48.15719623552266, 16.286307326398642 48.15714147824305, 16.28630840367909 48.157139410259965, 16.286372210358525 48.15703970262618, 16.286481109410605 48.15687211531199, 16.286547190689024 48.15678248100679))",13,8,4,13,1308,13084,402611.4713,3171.51,2018-03-16,1140292,
ZAEHLGEBIETOGD.1140293,"POLYGON ((16.39220442314132 48.19768700426976, 16.39229548431688 48.19731257308338, 16.39232494194892 48.19731147948476, 16.392327507958516 48.19719798411357, 16.3923421985887 48.19710121014641, 16.392258092691815 48.196700964183144, 16.392455132310708 48.19668018333121, 16.393344030437245 48.1967094213298, 16.393895824453438 48.19672641195392, 16.394099220892123 48.19673683147364, 16.39564866440575 48.19683577322422, 16.395675598380535 48.196862648912315, 16.395030907992577 48.1977138275954, 16.393811852573933 48.197412994668795, 16.393620116254127 48.19736677588994, 16.393565112855725 48.197498913443724, 16.39331194048634 48.19809007251055, 16.392360680805965 48.197886756605826, 16.392403135589493 48.19771622485162, 16.39220442314132 48.19768700426976))",3,9,7,3,309,3097,25045.4153,779.35,2018-03-16,1140293,
ZAEHLGEBIETOGD.1140294,"POLYGON ((16.38263030714987 48.267030004654366, 16.382522848066564 48.26706305275372, 16.38310290495293 48.26770087620149, 16.38380232918991 48.268202042217446, 16.38424367241022 48.268554836597, 16.38445587129657 48.268743152544324, 16.384630229661955 48.26894146640708, 16.385067796258358 48.269558206105174, 16.385078533241433 48.269657844863495, 16.38516903951132 48.26978227047641, 16.3852314863022 48.26986381102596, 16.38505050675332 48.269931426319225, 16.385175098871024 48.27006087351696, 16.38550923527841 48.27068709828707, 16.385584342104266 48.27104310195141, 16.38561406768381 48.27169301889563, 16.38595363602591 48.272209074666584, 16.385855359827932 48.27227422714791, 16.38580893709026 48.27232865535799, 16.384701517323204 48.27507471482222, 16.383626351595673 48.27495996340841, 16.382981966437292 48.274638815780904, 16.382457741639403 48.27459811004891, 16.38045611482602 48.27414600923028, 16.38023891566304 48.27410454489684, 16.38017082618063 48.27419414205456, 16.37897673685157 48.27392156427414, 16.37904506761347 48.27379635515539, 16.378904935813885 48.27376367267282, 16.377361746153756 48.27340370505435, 16.377420507752085 48.27326896766753, 16.37784944797539 48.27295018789689, 16.377974267209687 48.27271182595304, 16.378006824449965 48.27265893479249, 16.378065720423876 48.27252689493215, 16.377818067399765 48.27246376382433, 16.376268588702537 48.27209820803392, 16.37602606614102 48.272044244206484, 16.375142341075044 48.27184220378899, 16.37492337287681 48.27175873233047, 16.375940290366206 48.27053190804931, 16.37635609378643 48.26996987543857, 16.37639645779372 48.26990924792303, 16.377258918905905 48.268830671662684, 16.377359063891365 48.26873899622541, 16.377211092294903 48.26865406465917, 16.376453992627333 48.268049278559296, 16.376274941742242 48.26800644432397, 16.37635661518205 48.267892203567015, 16.377541038994412 48.266399379920855, 16.378370721756607 48.26536352364433, 16.378838295103595 48.264779879071114, 16.378858208731703 48.26475496080484, 16.378957095038892 48.26478163342246, 16.37902458347173 48.26479078117087, 16.379106885119228 48.264796416029625, 16.379483082551918 48.26479897248064, 16.379514861587154 48.26478915800694, 16.37952010268332 48.26477512680797, 16.379507418908663 48.26474833219871, 16.37938302679811 48.26466393404031, 16.379383007793365 48.2646414513261, 16.37940171055103 48.26461851190088, 16.37957267765085 48.26466952806301, 16.379605538096218 48.26466438956077, 16.38250371464012 48.26690748011548, 16.38263030714987 48.267030004654366))",21,16,2,21,2116,21162,555822.6435,3307.75,2019-01-04,1140294,
ZAEHLGEBIETOGD.1140295,"POLYGON ((16.44982046318657 48.274464682588025, 16.449797053911965 48.27447891480284, 16.448116828697575 48.2742203048877, 16.448038052161188 48.27442029768164, 16.44729227625265 48.27430546050765, 16.446805245092573 48.27422993911814, 16.446628036530694 48.274204119665384, 16.446435186495172 48.274171570148376, 16.446375486728762 48.274162184709155, 16.44412323170437 48.27381467263025, 16.443972331821083 48.27380609106125, 16.4438789135383 48.27377749078289, 16.443708442459116 48.273751030996735, 16.44350455082197 48.27371920634558, 16.442252509610245 48.27352710824515, 16.441982736230553 48.27349147469633, 16.44209837188275 48.273255299870506, 16.442488776920708 48.27247820713324, 16.44258588731645 48.272275503169325, 16.442829084410587 48.27177849996814, 16.44320507480603 48.27101167008976, 16.443295742983473 48.27082300068133, 16.443703641112638 48.269990309925134, 16.443719042897452 48.26994775823035, 16.44374503039949 48.26975033575306, 16.443974223364886 48.269778539021964, 16.4454909945269 48.269962902594436, 16.445916036320178 48.26916696925056, 16.44627431620263 48.268588371141, 16.44637393071776 48.26843296505849, 16.44654525302809 48.268174519190914, 16.446678726956772 48.26798041002946, 16.446842965261887 48.26774885983663, 16.44695188293295 48.26759910991028, 16.447324064627075 48.267105839347636, 16.447419993776375 48.26699288325108, 16.447587443748834 48.26700225362936, 16.44780457960204 48.26700348171115, 16.447941551868738 48.26699633390993, 16.44807096569747 48.266982178701376, 16.44842160440496 48.266991279337404, 16.44845147905949 48.26716265836279, 16.449692814191092 48.26732439304357, 16.449692193932304 48.26734840519561, 16.449692917204157 48.26834294975103, 16.449694879249208 48.26855959120681, 16.44969763571635 48.26913451630628, 16.44969845149831 48.2702921949548, 16.44968564191325 48.27034733520075, 16.449762396853814 48.270395462242924, 16.4496854192973 48.27152282092726, 16.449607700214983 48.271648261222836, 16.44971476812669 48.27279027636857, 16.449664578424024 48.27281658575108, 16.44982046318657 48.274464682588025))",21,5,2,21,2105,21052,314705.5845,2531.52,2022-04-04,1140295,
ZAEHLGEBIETOGD.1140296,"POLYGON ((16.32664292070875 48.23549896035999, 16.326926403411154 48.23559485001408, 16.326823805222546 48.235712561950976, 16.326849109595265 48.235731539491184, 16.326696028706994 48.235855722316664, 16.326121418033974 48.23621090290313, 16.325566475673284 48.23645825473082, 16.32532724067168 48.23655014248494, 16.324608178824555 48.23685053373041, 16.324153269801407 48.2369888019323, 16.32401055216816 48.23707961770865, 16.322608258445765 48.23745339673229, 16.322478534410838 48.237264255941746, 16.322007694539895 48.23655113396288, 16.321924265975056 48.23642539974835, 16.321357500408716 48.23557259980524, 16.320749445250417 48.23465998710213, 16.32100522024344 48.234625307350875, 16.32092489523753 48.23449318764826, 16.321988381762683 48.23432254297637, 16.322178867448454 48.23428758281501, 16.323546044892 48.23405337849195, 16.323761433130606 48.23401212321713, 16.324973395082083 48.233753513816445, 16.325223513384703 48.23369831977884, 16.325276253038464 48.23383016412072, 16.32557809335406 48.23428056828425, 16.325631920325797 48.234368526044996, 16.32570741299429 48.23449173882264, 16.32635215323342 48.2354910222447, 16.32641502133824 48.235476188858605, 16.326575481333823 48.23548339670033, 16.32664292070875 48.23549896035999))",18,4,0,18,1804,18040,110417.0073,1359.89,2021-11-24,1140296,
ZAEHLGEBIETOGD.1140290,"POLYGON ((16.361997182382453 48.209638760147406, 16.363231584406595 48.20823311134422, 16.3635172188256 48.207977637228275, 16.363671490641472 48.20788622958613, 16.363916613511492 48.20810794219138, 16.36416361133529 48.208309958749645, 16.364330886415466 48.20862135143398, 16.364463467968978 48.208963868825684, 16.36453893977226 48.20894883154599, 16.364875112728352 48.209087602390625, 16.364515693152327 48.20948815803789, 16.364462447634025 48.20955166302377, 16.364122255116953 48.20993962221135, 16.36406672195903 48.21000429668009, 16.363735292678395 48.21043586944808, 16.363626392074043 48.21034272634004, 16.36298715667028 48.21010222054728, 16.36287102036111 48.210062407936334, 16.362187536188355 48.20984250236937, 16.361997182382453 48.209638760147406))",1,4,6,1,104,1046,30977.0942,735.76,2019-01-04,1140290,
ZAEHLGEBIETOGD.1140007,"POLYGON ((16.43690565713617 48.27516569368326, 16.436945017661355 48.275245517645544, 16.436795416861077 48.275213993184785, 16.434573650241788 48.274668329879624, 16.43423566503055 48.27468013008302, 16.433865371453216 48.27449285012125, 16.433808420418316 48.27429909779848, 16.433158270437982 48.274154320560974, 16.43205056687171 48.27390542299153, 16.431815116139823 48.27385103134009, 16.426511964297475 48.27267408478067, 16.42641766476568 48.272673799199104, 16.425507860942048 48.27270077033011, 16.425241184406335 48.27273245324034, 16.424900516763355 48.27274494753965, 16.4247291695755 48.27274948640775, 16.424571957583478 48.27274843843298, 16.42441029293908 48.27274325684943, 16.424221007543554 48.27273539829638, 16.423884573992584 48.27270328067956, 16.42356643737309 48.272656849163305, 16.423244097239568 48.27259396262341, 16.42288156379156 48.27250169817385, 16.421718642298963 48.27204868977722, 16.421048805617524 48.27177345906445, 16.42055395883823 48.27157669548695, 16.420263414703314 48.27142816310502, 16.420163574730235 48.27133380884986, 16.420273815561494 48.271281388443604, 16.4197114268914 48.27104752925598, 16.41983180994604 48.271019113413324, 16.419860761072112 48.27101225757685, 16.4200986309751 48.27099679573381, 16.420201225709437 48.27096443554899, 16.42034039496788 48.270891939335705, 16.42040469688752 48.270919950593274, 16.42072624075878 48.270753971822415, 16.420837060253806 48.270726731067796, 16.421709462880624 48.270264110011034, 16.421885566731827 48.27012854290523, 16.42228704681664 48.269921401672164, 16.422506827164657 48.26980639500056, 16.423279492992137 48.269408227362376, 16.424924088018916 48.26854794886041, 16.42781894777853 48.26703087998853, 16.428271091656573 48.266860279162835, 16.428567076875165 48.26674124274755, 16.428575440757516 48.266748250625405, 16.428654838466038 48.26670744803391, 16.428884347698236 48.26662488631196, 16.428995267583815 48.266586036511555, 16.42926934521327 48.26649516434835, 16.42947315666252 48.26642970914133, 16.429618823519213 48.26638876209397, 16.429723971933598 48.26636169722856, 16.42982981033409 48.266343714721856, 16.429908586617287 48.26633222923145, 16.43000420217273 48.26632198896225, 16.430125682783135 48.266313616004794, 16.430250810390895 48.26631081564534, 16.430549423402777 48.266306253959506, 16.430981354869136 48.26628512416834, 16.431062176577623 48.26628730569108, 16.431155113083115 48.26628525038737, 16.43124225231342 48.26628032201985, 16.431300162020552 48.26627514800823, 16.431360896817598 48.26626808307771, 16.431404656911162 48.26625941343628, 16.431440601620594 48.26624913150582, 16.431496461197007 48.26622804133195, 16.431597677807396 48.26618793803945, 16.431936682588677 48.26603072649287, 16.432605675953592 48.26572404201408, 16.43264237621281 48.26575764534108, 16.432711047859016 48.26574562683142, 16.432915879518937 48.26565372497698, 16.432987588896705 48.2656099581424, 16.433300846978373 48.2654463791655, 16.43346240800193 48.265337785773845, 16.43371372061115 48.26511220580919, 16.43389641406532 48.26520881613888, 16.43400197547799 48.26525935735928, 16.434060075528564 48.26528403884867, 16.434139067382866 48.265316166753465, 16.434211852244992 48.26534245439488, 16.434285979635764 48.26536640264031, 16.434347703391502 48.265384156210196, 16.434420608481833 48.26540279949134, 16.434601719281527 48.26544563138188, 16.435000641704036 48.26549421120839, 16.43504712903288 48.26557322044273, 16.435047146226587 48.265582123585176, 16.434992943343893 48.265832357941015, 16.434949133046327 48.26602394839304, 16.43492171696409 48.26619565000492, 16.43489300125194 48.266391993780154, 16.43487384450129 48.26679570989894, 16.434870942562476 48.266967300475144, 16.43488078716411 48.26711306993607, 16.434895088490077 48.26726486092898, 16.434912228810944 48.26742195539573, 16.434938028748704 48.267529310649095, 16.43492021922665 48.267584003919616, 16.435159800948934 48.26874309615126, 16.435253710239913 48.26875425653057, 16.435292668340512 48.268977970820295, 16.435295388345175 48.26899136816621, 16.43601064213653 48.2724343788834, 16.43633767481527 48.27392397708702, 16.436562895504114 48.27411740135852, 16.436596507130126 48.274563608328265, 16.43690565713617 48.27516569368326))",21,7,0,21,2107,21070,722018.8847,3893.76,2022-04-04,1140007,
ZAEHLGEBIETOGD.1140008,"POLYGON ((16.40099820495193 48.27080358783811, 16.400615229199747 48.271016669680165, 16.400145991319718 48.271301383255704, 16.399435491367953 48.271811055081486, 16.399215902827084 48.271693456521575, 16.39909563212069 48.27160476084371, 16.399108321686096 48.27151707137596, 16.399034751024317 48.2713919280475, 16.398987271990418 48.271232326901846, 16.398937868710483 48.271041251008896, 16.398971170760877 48.270955169027665, 16.398844141926304 48.27062627162676, 16.398079550386964 48.27074440600298, 16.39791120904618 48.270333962603075, 16.39758805209619 48.2695523675036, 16.397200017975855 48.26857817408146, 16.39700967380217 48.26811666019293, 16.396259398038797 48.26628894120338, 16.39713308455294 48.26621581629632, 16.397185744509063 48.26621066225288, 16.39759493150275 48.26619470608245, 16.39794062399837 48.26613525610835, 16.39913672050181 48.2659152647565, 16.39954179116009 48.26584075891994, 16.400590013690284 48.26564790318311, 16.402025913793185 48.265378644661276, 16.402515191879353 48.26626409204606, 16.402649139161067 48.26651716992293, 16.40294793070532 48.26705945940748, 16.4030764740315 48.2672970717898, 16.403371886596506 48.26782371410335, 16.403398204740526 48.267862998469305, 16.403457497169864 48.267983920704985, 16.403586830636243 48.26820426529584, 16.404296678471166 48.26929668559019, 16.404367948494055 48.269406448796595, 16.404525612434703 48.26965294530917, 16.40217278546902 48.2703293428816, 16.401863926094922 48.270452275601365, 16.401656562230485 48.27051867308933, 16.401580491683433 48.270549203003256, 16.40149378123702 48.270581357676626, 16.40099820495193 48.27080358783811))",21,28,1,21,2128,21281,255849.3566,2123.2,2019-11-27,1140008,
ZAEHLGEBIETOGD.1140009,"POLYGON ((16.389080436337885 48.26857132349287, 16.38847080326031 48.268994457736284, 16.388299660456003 48.26945462167314, 16.388224085632768 48.26944908027658, 16.387972168185012 48.269429139726626, 16.38776066380811 48.269277251956616, 16.38773274881615 48.269246238375175, 16.387721761922794 48.26917097122047, 16.386763978148107 48.26804078728019, 16.386663779056462 48.26792284217139, 16.386180840595117 48.26733355706569, 16.386065685940217 48.26720869326503, 16.38535326257512 48.26636544952333, 16.385361333190154 48.266353844981936, 16.38548804928775 48.266319526916426, 16.385407919508346 48.26619464737205, 16.385350153027886 48.26607335541822, 16.385884265661073 48.26501104159131, 16.38660277255875 48.265887104334304, 16.386817559055604 48.265834490083996, 16.388189608605018 48.26548359542222, 16.38818982695201 48.265433413895614, 16.388261632714347 48.26531485242186, 16.388570427022408 48.26538971415236, 16.388761739857067 48.26543612087796, 16.38894321815443 48.265480373467916, 16.38886913079251 48.26560559129646, 16.388785694002834 48.26567721456394, 16.389095338719383 48.26605037517625, 16.389139661334603 48.26605790891479, 16.38959300200936 48.265886470356534, 16.389578340289177 48.26577667159231, 16.389649330827716 48.26565397281836, 16.389943712250528 48.26572443096153, 16.390124923198137 48.26576868180981, 16.39150011143601 48.26610059126008, 16.391721477253107 48.266156691094075, 16.39167434154273 48.26628801296298, 16.390855307909664 48.26810168189221, 16.39068187490995 48.26815958994309, 16.390587477456023 48.26805927194182, 16.39019284223786 48.267967728974355, 16.389080436337885 48.26857132349287))",21,18,1,21,2118,21181,124305.4454,1708.12,2024-02-20,1140009,
